Temperature_K,Wavelength_nm,n,k,Eg_eV
290,740.0,3.7292,0.008321781874242063,1.127
290,750.0,3.7192000000000003,0.007769310996421966,1.127
290,760.0,3.7102000000000004,0.00724184725565747,1.127
290,770.0,3.7012,0.006745758512969287,1.127
290,780.0,3.6932,0.006267346071623683,1.127
290,790.0,3.6852,0.005816044695335545,1.127
290,800.0,3.6772,0.005389374786582992,1.127
290,810.0,3.6702000000000004,0.0049829414343398335,1.127
290,820.0,3.6632000000000002,0.004597763495606209,1.127
290,830.0,3.6562,0.0042334270633448065,1.127
290,840.0,3.6502000000000003,0.0038879525422498523,1.127
290,850.0,3.6432,0.0035607526848284335,1.127
290,860.0,3.6372,0.0032514490177573256,1.127
290,870.0,3.6322,0.002960182910315184,1.127
290,880.0,3.6262000000000003,0.002686574041275154,1.127
290,890.0,3.6212000000000004,0.0024277129918489895,1.127
290,900.0,3.6162,0.0021860422215913503,1.127
290,910.0,3.6112,0.0019592105989332293,1.127
290,920.0,3.6062000000000003,0.001746582537487269,1.127
290,930.0,3.6022000000000003,0.0015407825631212756,1.127
290,940.0,3.5972000000000004,0.0013637442230183324,1.127
290,950.0,3.5932000000000004,0.0011951188989841083,1.127
290,960.0,3.5892000000000004,0.0010350200224817634,1.127
290,970.0,3.5852000000000004,0.0008888186952161357,1.127
290,980.0,3.5812000000000004,0.0007571099766205013,1.127
290,990.0,3.5772000000000004,0.0006366005881955211,1.127
290,1000.0,3.5732000000000004,0.0005268847228102227,1.127
290,1010.0,3.5692000000000004,0.0004289463388446063,1.127
290,1020.0,3.5662000000000003,0.0003429667609885741,1.127
290,1030.0,3.5632,0.00026561438778624437,1.127
290,1040.0,3.5602,0.0002006243152153402,1.127
290,1050.0,3.5572000000000004,0.00014769873056871678,1.127
290,1060.0,3.5542000000000002,0.0001062767278310473,1.127
290,1070.0,3.5512,7.74659923659611e-05,1.127
290,1080.0,3.5482,5.88754559609023e-05,1.127
290,1090.0,3.5452000000000004,4.508921105927688e-05,1.127
290,1100.0,3.5427000000000004,3.4435161791179146e-05,1.127
290,1110.0,3.5403000000000002,2.6204875480972133e-05,1.127
290,1120.0,3.5380000000000003,1.9741194870833682e-05,1.127
290,1130.0,3.5357000000000003,1.4504435707703392e-05,1.127
290,1140.0,3.5334000000000003,1.0270134577752638e-05,1.127
290,1150.0,3.5313000000000003,6.927177267801283e-06,1.127
290,1160.0,3.5292000000000003,4.364503870322184e-06,1.127
290,1170.0,3.5271000000000003,2.4397554301767337e-06,1.127
290,1180.0,3.5251,9.840425832596105e-07,1.127
290,1190.0,3.5232,3.5739512660262785e-07,1.127
290,1200.0,3.5213,1.8729394292671771e-07,1.127
300,300.0,5.099,4.227951,1.1243954787399721
300,310.0,5.118,3.6214116,1.1243954787399721
300,320.0,5.139,3.3129692,1.1243954787399721
300,330.0,5.209,3.111877,1.1243954787399721
300,340.0,5.323,2.98702,1.1243954787399721
300,350.0,5.524,2.9411833,1.1243954787399721
300,360.0,6.062,2.9650567,1.1243954787399721
300,370.0,6.96,2.0955057,1.1243954787399721
300,380.0,6.65,0.91655743,1.1243954787399721
300,390.0,6.058,0.44690707,1.1243954787399721
300,400.0,5.63,0.28838876,1.1243954787399721
300,410.0,5.345,0.21983913,1.1243954787399721
300,420.0,5.133,0.17035468,1.1243954787399721
300,430.0,4.962,0.13293815,1.1243954787399721
300,440.0,4.818,0.107458234,1.1243954787399721
300,450.0,4.697,0.09314145,1.1243954787399721
300,460.0,4.592,0.07932442,1.1243954787399721
300,470.0,4.502,0.068033166,1.1243954787399721
300,480.0,4.423,0.058900062,1.1243954787399721
300,490.0,4.355,0.0515097,1.1243954787399721
300,500.0,4.295,0.04527958,1.1243954787399721
300,510.0,4.241,0.04037347,1.1243954787399721
300,520.0,4.194,0.036493275,1.1243954787399721
300,530.0,4.151,0.033289563,1.1243954787399721
300,540.0,4.112,0.030484218,1.1243954787399721
300,550.0,4.077,0.028041907,1.1243954787399721
300,560.0,4.045,0.025993822,1.1243954787399721
300,570.0,4.015,0.024117464,1.1243954787399721
300,580.0,3.988,0.022491299,1.1243954787399721
300,590.0,3.963,0.021170074,1.1243954787399721
300,600.0,3.94,0.019790918,1.1243954787399721
300,610.0,3.918,0.018606247,1.1243954787399721
300,620.0,3.898,0.017510068,1.1243954787399721
300,630.0,3.879,0.01647397,1.1243954787399721
300,640.0,3.861,0.015502965,1.1243954787399721
300,650.0,3.844,0.014607241,1.1243954787399721
300,660.0,3.829,0.013760536,1.1243954787399721
300,670.0,3.814,0.012956008,1.1243954787399721
300,680.0,3.8,0.012186176,1.1243954787399721
300,690.0,3.787,0.011448413,1.1243954787399721
300,700.0,3.774,0.010750916,1.1243954787399721
300,710.0,3.763,0.010079601,1.1243954787399721
300,720.0,3.751,0.009442344,1.1243954787399721
300,730.0,3.741,0.008835725,1.1243954787399721
300,740.0,3.731,0.008256004,1.1243954787399721
300,750.0,3.721,0.007705089,1.1243954787399721
300,760.0,3.712,0.007178843,1.1243954787399721
300,770.0,3.703,0.006685065,1.1243954787399721
300,780.0,3.695,0.006207043,1.1243954787399721
300,790.0,3.687,0.005757915,1.1243954787399721
300,800.0,3.679,0.005332964,1.1243954787399721
300,810.0,3.672,0.004927795,1.1243954787399721
300,820.0,3.665,0.004544256,1.1243954787399721
300,830.0,3.658,0.004181581,1.1243954787399721
300,840.0,3.652,0.003837576,1.1243954787399721
300,850.0,3.645,0.003511913,1.1243954787399721
300,860.0,3.639,0.003204203,1.1243954787399721
300,870.0,3.634,0.002914684,1.1243954787399721
300,880.0,3.628,0.002642863,1.1243954787399721
300,890.0,3.623,0.002385351,1.1243954787399721
300,900.0,3.618,0.002145727,1.1243954787399721
300,910.0,3.613,0.001920459,1.1243954787399721
300,920.0,3.608,0.001709483,1.1243954787399721
300,930.0,3.604,0.001503823,1.1243954787399721
300,940.0,3.599,0.001332238,1.1243954787399721
300,950.0,3.595,0.001163462,1.1243954787399721
300,960.0,3.591,0.001004586,1.1243954787399721
300,970.0,3.587,0.00086067,1.1243954787399721
300,980.0,3.583,0.0007312739999999999,1.1243954787399721
300,990.0,3.579,0.00061237,1.1243954787399721
300,1000.0,3.575,0.000504442,1.1243954787399721
300,1010.0,3.571,0.000408618,1.1243954787399721
300,1020.0,3.568,0.000324838,1.1243954787399721
300,1030.0,3.565,0.000248845,1.1243954787399721
300,1040.0,3.562,0.000186625,1.1243954787399721
300,1050.0,3.559,0.000136113,1.1243954787399721
300,1060.0,3.556,9.71736e-05,1.1243954787399721
300,1070.0,3.553,7.13028e-05,1.1243954787399721
300,1080.0,3.55,5.48922e-05,1.1243954787399721
300,1090.0,3.547,4.18691e-05,1.1243954787399721
300,1100.0,3.5445,3.19328e-05,1.1243954787399721
300,1110.0,3.5421,2.42292e-05,1.1243954787399721
300,1120.0,3.5398,1.81551e-05,1.1243954787399721
